,age,monthly_income,credit_utilization_ratio,loan_amount,loan_duration_months,num_late_payments,existing_loans_count,account_tenure_years,employment_type,education_level,marital_status,region,customer_financial_statement,sentiment,financial_stress_level,risk_category,default_risk
1333,25,1800,0.95,2000,12,5,2,2,Unemployed,High School,Single,Rural,Losing my job has made things incredibly difficult; I'm using credit to pay for essentials.,0.1,High,High Risk,1
1334,48,12000,0.1,25000,48,0,1,16,Salaried,Master,Married,Urban,"My financial situation is robust, allowing for both comfortable living and substantial savings.",0.95,Low,Low Risk,0
1335,32,4500,0.55,7000,24,1,1,6,Self-Employed,Bachelor,Single,Suburban,"I'm working hard to grow my freelance business, but income can fluctuate, making budgeting tricky.",0.45,Medium,Watchlist,0
1336,65,3000,0.65,4000,12,2,0,20,Salaried,Diploma,Divorced,Rural,"My pension covers most expenses, but unexpected medical bills have strained my limited savings.",0.4,High,High Risk,1
1337,21,2000,0.7,1000,12,1,0,0,Student,High School,Single,Urban,"I'm just starting out and trying to build credit responsibly, but living costs are higher than expected.",0.45,Medium,Watchlist,0
1338,55,9000,0.25,18000,36,0,1,19,Salaried,Bachelor,Married,Suburban,"With the kids grown, we're focusing on retirement planning and enjoying our freedom.",0.85,Low,Low Risk,0
1339,40,7000,0.35,40000,60,0,2,12,Salaried,Master,Married,Urban,"We took out a home improvement loan and are comfortable with the payments, as our income is stable.",0.9,Low,Low Risk,0
1340,29,2800,0.8,6000,36,3,2,4,Salaried,Diploma,Single,Rural,Unexpected car repairs and medical bills have pushed my finances to the brink; I'm barely making ends meet.,0.1,High,High Risk,1
1341,33,15000,0.12,20000,48,0,1,7,Salaried,Master,Married,Urban,"My financial situation is very stable, allowing me to save aggressively and invest.",0.95,Low,Low Risk,0
1342,68,2500,0.88,3000,12,6,1,20,Unemployed,High School,Divorced,Rural,Living on social security alone is tough; I've had to use credit cards for almost everything lately.,0.2,High,High Risk,1
1343,42,5500,0.45,12000,36,0,2,14,Salaried,Bachelor,Married,Suburban,We are comfortably managing our household budget and saving for future goals.,0.95,Low,Low Risk,0
1344,26,3200,0.68,8000,24,2,1,3,Self-Employed,Diploma,Single,Urban,"My freelance income is inconsistent, leading to occasional late payments on my personal loan.",0.25,Medium,Watchlist,1
1345,58,10000,0.18,5000,12,0,0,20,Salaried,Bachelor,Married,Suburban,I'm focusing on minor home improvements and maintaining a healthy financial buffer for retirement.,0.85,Low,Low Risk,0
1346,37,4800,0.72,10000,36,1,3,9,Salaried,Bachelor,Divorced,Urban,Child support payments and rising expenses mean I have very little disposable income left after bills.,0.2,High,Watchlist,1
1347,49,16000,0.1,50000,60,0,1,17,Salaried,Master,Married,Urban,We recently invested in a second property and are confident in our ability to manage the payments.,0.85,Low,Low Risk,0
1348,24,1600,0.98,1500,12,7,2,1,Unemployed,High School,Single,Rural,"I've been unable to find stable work for months, and I'm drowning in debt and bills.",0.0,High,High Risk,1
1349,70,4000,0.5,6000,24,0,0,20,Salaried,Diploma,Married,Suburban,"My pension and savings allow for a comfortable retirement, but I'm careful with larger expenditures.",0.85,Low,Low Risk,0
1350,25,4500,0.25,5000,36,0,0,3,Salaried,Bachelor,Single,Urban,I'm focusing on building my credit score and saving for a down payment on an apartment.,0.8,Low,Low Risk,0
1351,42,9000,0.35,30000,60,1,2,15,Salaried,Master,Married,Suburban,"We're comfortable with our finances, just managing a few ongoing household expenses and a recent renovation loan.",0.7,Low,Low Risk,0
1352,22,1800,0.85,3000,24,2,1,1,Student,Bachelor,Single,Urban,It's tough to make ends meet while studying; my credit card is almost maxed out just covering essentials.,0.15,High,High Risk,1
1353,38,6500,0.6,15000,48,3,1,10,Self-Employed,Diploma,Divorced,Rural,"My business is growing, but cash flow can be unpredictable, making it hard to always pay on time.",0.4,Medium,Watchlist,1
1354,68,3000,0.15,1000,12,0,0,20,Unemployed,High School,Married,Suburban,"My pension covers everything, and I've always been careful with my spending.",0.95,Low,Low Risk,0
1355,51,7000,0.9,25000,60,5,4,18,Salaried,Bachelor,Married,Urban,"We've accumulated a lot of debt over the years, and it's becoming difficult to manage all the payments.",0.2,High,High Risk,1
1356,23,3000,0.4,2000,24,0,1,2,Salaried,Bachelor,Single,Urban,I'm just starting my career and trying to be responsible with my new income and credit.,0.65,Low,Low Risk,0
1357,35,3500,0.75,8000,36,4,2,8,Salaried,Diploma,Divorced,Suburban,"Between childcare and bills, there's not much left at the end of the month, and emergencies really set me back.",0.2,High,High Risk,1
1358,48,18000,0.1,40000,60,0,2,20,Salaried,Master,Married,Urban,My financial strategy is focused on long-term investments and maintaining excellent credit.,0.95,Low,Low Risk,0
1359,30,1500,0.95,1000,12,7,2,5,Unemployed,High School,Single,Rural,I lost my job recently and have been relying heavily on my credit cards to cover basic expenses while I look for new work.,0.1,High,High Risk,1
1360,39,5500,0.55,10000,48,1,2,12,Salaried,Bachelor,Married,Suburban,"We manage our finances well, but a recent car purchase increased our monthly commitments slightly.",0.7,Medium,Watchlist,0
1361,32,7000,0.2,12000,36,0,1,7,Self-Employed,Bachelor,Single,Urban,"My freelance business is doing well, and I'm always disciplined about keeping my finances in order.",0.9,Low,Low Risk,0
1362,21,2500,0.3,1500,12,0,0,0,Salaried,High School,Single,Rural,"I'm new to managing my own money, so I'm trying to be careful with my first credit card.",0.6,Low,Low Risk,0
1363,45,4000,0.7,7000,36,6,3,15,Salaried,Diploma,Divorced,Suburban,The divorce left me with a lot of unexpected expenses and some credit card debt that I'm slowly trying to pay down.,0.3,High,High Risk,1
1364,55,20000,0.18,50000,60,0,3,17,Self-Employed,Master,Married,Urban,"My businesses are thriving, and I'm always looking for strategic opportunities to expand my portfolio.",0.95,Low,Low Risk,0
1365,60,2800,0.45,4000,24,0,1,19,Salaried,High School,Married,Rural,"We live simply, and I make sure all our bills are paid on time, though sometimes it's a stretch.",0.6,Medium,Watchlist,0
1366,29,12000,0.8,15000,36,2,2,6,Salaried,Bachelor,Single,Urban,"I earn a good salary, but I enjoy the finer things in life, which sometimes means carrying higher credit card balances.",0.45,Medium,Watchlist,1
1367,27,2200,0.65,2500,12,3,1,4,Salaried,Diploma,Single,Rural,"My income varies a lot throughout the year, so it's a constant balancing act to pay all my bills.",0.35,High,High Risk,1
1368,58,1500,1.0,5000,24,10,3,16,Unemployed,High School,Divorced,Suburban,"I haven't been able to find work, and my savings are almost gone; I'm relying on credit for everything.",0.05,High,High Risk,1
1369,40,8000,0.22,18000,48,0,1,14,Salaried,Master,Married,Suburban,We plan our budget carefully and always make sure to live within our means to avoid financial stress.,0.9,Low,Low Risk,0
1370,21,1600,0.15,1000,12,0,0,0,Student,Bachelor,Single,Urban,"My parents help a lot, so I'm just getting started with credit and keeping my spending low.",0.7,Low,Low Risk,0
1371,33,6000,0.7,10000,36,2,2,9,Salaried,Bachelor,Married,Suburban,"An unexpected medical crisis put a huge strain on our finances, forcing us to rely on credit more than we'd like.",0.2,High,Watchlist,1
1372,28,3000,0.88,5000,24,3,1,3,Self-Employed,Diploma,Single,Urban,"I'm putting everything into my new business, but it means credit card balances are high until sales pick up.",0.3,High,High Risk,1
1373,47,7500,0.12,20000,60,0,1,18,Salaried,Bachelor,Married,Suburban,"We prefer to be debt-free, so we only take on loans for major investments and pay them diligently.",0.95,Low,Low Risk,0
1374,62,4500,0.5,6000,36,1,1,10,Salaried,High School,Divorced,Rural,"I'm trying to save for retirement, but health issues have made it challenging to stay on top of bills.",0.2,Medium,Watchlist,0
1375,45,18500,0.12,15000,24,0,1,15,Salaried,Master,Married,Suburban,"My investments are growing steadily, and I have a comfortable emergency fund, living without financial worries.",0.95,Low,Low Risk,0
1376,22,800,0.88,2500,12,3,1,2,Student,Bachelor,Single,Urban,"I'm always worried about making ends meet with tuition and rent, hoping my part-time job is enough, but it barely covers anything.",0.15,High,High Risk,1
1377,38,6200,0.65,10000,36,1,3,10,Salaried,Bachelor,Married,Suburban,We're trying our best to balance expenses with our two kids; it's a constant juggle but we manage.,0.55,Medium,Watchlist,0
1378,55,1500,0.98,5000,24,5,2,18,Unemployed,Diploma,Divorced,Urban,"Losing my job has been devastating, and I'm struggling to keep up with even basic bills, feeling overwhelmed.",0.1,High,High Risk,1
1379,30,4100,0.72,15000,48,0,1,5,Self-Employed,Bachelor,Single,Urban,I'm putting everything into my startup; it's risky but I believe in it and hope for big returns.,0.3,Medium,Watchlist,0
1380,28,3500,0.45,8000,36,0,1,4,Salaried,Bachelor,Single,Suburban,I'm focused on saving for a down payment on a house and managing my student loan debt responsibly.,0.75,Low,Low Risk,0
1381,62,3000,0.3,7000,12,0,0,20,Salaried,High School,Married,Rural,"Nearing retirement, my financial plan is solid, and I'm looking forward to a comfortable future.",0.95,Low,Low Risk,0
1382,33,5000,0.8,20000,60,2,4,7,Salaried,Diploma,Married,Urban,"It feels like I'm constantly drowning in bills, but I'm trying to prioritize and catch up.",0.25,High,High Risk,1
1383,40,9000,0.55,30000,48,0,2,12,Self-Employed,Master,Married,Suburban,"My business is thriving, but I always keep an eye on market fluctuations to stay prepared.",0.9,Low,Low Risk,0
1384,21,1800,0.9,1000,12,1,1,1,Student,High School,Single,Urban,I just got my first credit card and it's harder than I thought to manage; sometimes I fall behind.,0.3,High,High Risk,1
1385,50,7500,0.2,8000,24,0,0,17,Salaried,Bachelor,Divorced,Suburban,"After my divorce, I rebuilt my finances carefully and now feel very secure and independent.",0.95,Low,Low Risk,0
1386,29,4800,0.78,25000,60,2,3,6,Salaried,Bachelor,Married,Urban,We took out a large loan for a new car and now feel stretched thin every month.,0.2,High,Watchlist,1
1387,67,2000,0.4,3000,12,0,0,10,Salaried,High School,Single,Rural,"Living comfortably on my pension and part-time earnings, I don't have many financial worries.",0.85,Low,Low Risk,0
1388,35,5500,0.6,12000,36,0,2,8,Self-Employed,Diploma,Married,Suburban,"My income is a bit unpredictable, but I manage to stay on top of my financial obligations.",0.6,Medium,Watchlist,0
1389,42,12000,0.18,20000,36,0,1,14,Salaried,Master,Married,Urban,"Financial planning is a priority for my family's future, and we feel very secure.",0.95,Low,Low Risk,0
1390,26,2500,0.92,4000,24,4,2,3,Salaried,Bachelor,Single,Urban,"I'm always living paycheck to paycheck, and an unexpected expense could send me spiraling.",0.1,High,High Risk,1
1391,58,4000,0.7,18000,48,3,3,19,Salaried,High School,Divorced,Rural,It's tough managing everything on my own after the divorce; bills keep piling up.,0.2,High,High Risk,1
1392,31,7000,0.35,10000,24,0,1,9,Salaried,Bachelor,Married,Suburban,We are saving aggressively for our children's education and feel confident about our financial future.,0.95,Low,Low Risk,0
1393,24,0,1.0,1000,12,6,1,0,Unemployed,Diploma,Single,Urban,"I've been unemployed for months and can't even afford groceries, let alone pay my debts.",0.0,High,High Risk,1
1394,48,15000,0.25,40000,60,0,2,16,Salaried,Master,Married,Suburban,We're investing in a new property and feel our financial position is strong enough to handle it.,0.85,Low,Low Risk,0
1395,37,3000,0.85,7000,36,2,4,11,Salaried,Diploma,Divorced,Rural,Child support payments plus my bills make it incredibly difficult to stay afloat each month.,0.15,High,High Risk,1
1396,60,9500,0.15,10000,12,0,0,20,Self-Employed,Bachelor,Married,Suburban,"My business is winding down smoothly for retirement, and our savings are well-managed.",0.9,Low,Low Risk,0
1397,27,4500,0.5,18000,48,0,2,5,Salaried,Bachelor,Single,Urban,I'm focusing on paying off my car loan and then starting to save aggressively for a house.,0.75,Low,Low Risk,0
1398,41,7800,0.68,35000,60,1,3,13,Salaried,Master,Married,Suburban,We're managing multiple loans; it's tight but we always meet our payments on time.,0.65,Medium,Watchlist,0
1399,65,1700,0.75,2000,12,1,1,15,Unemployed,High School,Divorced,Rural,"My pension is just enough, but I worry about rising costs and any unexpected medical bills.",0.35,High,Watchlist,1
1400,22,1800,0.9,5000,24,4,1,1,Student,Bachelor,Single,Urban,I'm barely making ends meet with my part-time job and student loans; every month is a struggle to cover expenses.,0.1,High,High Risk,1
1401,45,18000,0.15,40000,60,0,2,15,Salaried,Master,Married,Suburban,"My investments are doing well, and I have a comfortable income that allows me to manage my existing mortgages with ease.",0.95,Low,Low Risk,0
1402,38,6500,0.4,15000,36,0,1,8,Salaried,Bachelor,Married,Suburban,"We're diligently saving for our kids' college and managing our finances responsibly, though sometimes unexpected expenses pop up.",0.75,Medium,Low Risk,0
1403,28,4200,0.3,8000,24,0,0,4,Salaried,Bachelor,Single,Urban,I've just landed a great job and am looking to consolidate some smaller debts while building my credit history.,0.85,Low,Low Risk,0
1404,35,1500,0.85,3000,12,2,1,7,Unemployed,Diploma,Divorced,Urban,Losing my job has been tough; I'm relying on credit cards more than I'd like and worried about keeping up with payments.,0.15,High,High Risk,1
1405,50,7000,0.55,20000,48,1,2,10,Self-Employed,Bachelor,Married,Suburban,"My business income varies, but I usually manage to pay my bills on time, though some months are tighter than others.",0.6,Medium,Watchlist,0
1406,68,3000,0.2,5000,24,0,0,20,Salaried,High School,Married,Rural,"My pension and part-time work cover our needs, and we live frugally without much debt.",0.85,Low,Low Risk,0
1407,33,3200,0.75,10000,36,3,1,5,Salaried,Diploma,Divorced,Urban,"Between childcare and bills, it's hard to keep up; I often feel overwhelmed by my financial obligations.",0.2,High,High Risk,1
1408,29,5000,0.95,25000,60,5,3,3,Self-Employed,Bachelor,Single,Urban,"I've invested heavily in my startup, and while I believe in its potential, cash flow is extremely tight right now.",0.3,High,High Risk,1
1409,41,10000,0.35,30000,48,0,2,12,Salaried,Master,Married,Suburban,"We're comfortably managing our mortgage and car loan, with plenty left over for savings and occasional luxuries.",0.95,Low,Low Risk,0
1410,23,2500,0.6,2000,12,1,0,0,Salaried,Bachelor,Single,Urban,Just started my first full-time job; trying to get on my feet but still a bit reliant on credit for unexpected costs.,0.4,Medium,Watchlist,0
1411,55,4000,0.65,12000,36,2,1,18,Salaried,High School,Divorced,Rural,"After my divorce, finances have been tight, but I'm slowly getting things back in order, though I still struggle occasionally.",0.4,High,Watchlist,1
1412,39,15000,0.8,50000,60,1,4,10,Salaried,Master,Married,Urban,"I enjoy the finer things in life, but truthfully, managing all my credit lines has become a real struggle, and I'm feeling the pressure.",0.2,High,High Risk,1
